,userId,,company,,role,,location,,startDate,,endDate,
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Retta.Runolfsdottir,"','",Skidoo,"','",Pharmacist,"','",Xiaohekou,"','",8/16/1963,"','",12/1/2012,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Chris,"','",Realpoint,"','",Senior Editor,"','",Xiaohekou,"','",2/8/1975,"','",11/28/1931,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Maurine,"','",Avamba,"','",Human Resources Manager,"','",Aginskoye,"','",8/8/1917,"','",6/26/1961,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Marcelle.Von,"','",Ozu,"','",Legal Assistant,"','",Obernai,"','",8/29/1993,"','",9/1/1932,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Eriberto_Beier,"','",Centimia,"','",Geological Engineer,"','",Dijon,"','",9/25/1999,"','",8/3/2005,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Meagan,"','",Twitterbeat,"','",Software Engineer IV,"','",Mangaldan,"','",11/2/1942,"','",11/19/1949,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jo_Kunde,"','",Ozu,"','",VP Accounting,"','",Cihaur,"','",1/23/1954,"','",3/21/1955,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Krystina_Kiehn,"','",Devshare,"','",Data Coordiator,"','",Quzhou,"','",12/10/1910,"','",2/15/1931,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Fabiola.Koepp,"','",Fivebridge,"','",Environmental Specialist,"','",Ishikawa,"','",1/3/2013,"','",4/3/1952,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Rowland.Beier,"','",Skippad,"','",GIS Technical Architect,"','",Alindao,"','",2/27/1955,"','",3/11/2002,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Donnell.Boyle,"','",Demimbu,"','",Senior Developer,"','",Wujiayao,"','",7/30/1941,"','",12/18/1922,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Dorothy.Considine,"','",Zooveo,"','",Product Engineer,"','",Xiaohekou,"','",4/18/1960,"','",12/20/1987,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Dane_Sauer,"','",Twitterbridge,"','",Information Systems Manager,"','",Kuivaniemi,"','",12/28/1964,"','",7/28/1940,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Lindsay.Collier,"','",Yamia,"','",Design Engineer,"','",Mingcheng,"','",7/31/1983,"','",11/25/1935,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Serena_Stamm,"','",LiveZ,"','",Dental Hygienist,"','",Port Elizabeth,"','",2/24/2004,"','",5/14/1940,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Matilde.Bernhard,"','",Vidoo,"','",Web Developer IV,"','",Negla,"','",11/18/2001,"','",4/4/1986,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Zack.Morar,"','",Skalith,"','",Desktop Support Technician,"','",Minien East,"','",9/24/1967,"','",11/15/1943,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Misael.Barrows,"','",Plajo,"','",Data Coordiator,"','",Shirgjan,"','",1/21/1978,"','",2/5/1912,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jada,"','",Edgetag,"','",Nurse,"','",Xiaohekou,"','",9/22/1978,"','",2/5/1989,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Alverta.Robel,"','",Dabvine,"','",Assistant Manager,"','",Anjani Barat,"','",2/19/1946,"','",7/3/1932,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Santos,"','",Realpoint,"','",VP Marketing,"','",Canmang,"','",7/18/1917,"','",9/13/2012,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Shanelle.Abernathy,"','",Eimbee,"','",Senior Financial Analyst,"','",Sishiba,"','",5/3/1914,"','",3/19/1982,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kailee_Satterfield,"','",Voonder,"','",VP Sales,"','",Boden,"','",2/28/1922,"','",7/26/1992,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Shea,"','",Skyba,"','",Programmer Analyst IV,"','",Los Guayos,"','",5/5/1967,"','",10/22/1971,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Manley_Klocko,"','",Wikizz,"','",Desktop Support Technician,"','",Longmiao,"','",7/27/1978,"','",11/3/1956,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Clement.Langworth,"','",Youfeed,"','",Sales Representative,"','",Saraza,"','",10/27/1999,"','",8/5/1963,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Art_Schuppe,"','",Tanoodle,"','",Administrative Assistant IV,"','",Chaoyang,"','",9/30/2012,"','",7/7/1996,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ludie_Bartell,"','",Wordtune,"','",Assistant Professor,"','",Non Sang,"','",8/24/1984,"','",8/16/1939,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Royal_Hackett,"','",Lazz,"','",Assistant Media Planner,"','",Xiaohekou,"','",10/17/2004,"','",11/7/1915,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Berniece.Hettinger,"','",Centizu,"','",General Manager,"','",Panaytayon,"','",10/13/1935,"','",1/28/2002,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Abbey.Pollich,"','",Kwinu,"','",Librarian,"','",Arrabal,"','",10/26/1974,"','",8/31/1965,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Colten_Kreiger,"','",Jabbertype,"','",Geologist I,"','",Barrinha,"','",7/26/2004,"','",5/5/1924,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Lelah.Schowalter,"','",Babbleset,"','",Programmer III,"','",Xiaohekou,"','",4/13/1981,"','",8/3/1930,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jeanie_Durgan,"','",Avamm,"','",Administrative Assistant IV,"','",Santa Rita,"','",6/20/1975,"','",2/10/1912,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Baron_Carter,"','",Vimbo,"','",Graphic Designer,"','",Cairani,"','",8/3/1929,"','",10/24/1982,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Theresia.Gerhold,"','",Vinte,"','",Automation Specialist I,"','",Mpanda,"','",11/7/1922,"','",12/4/1947,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Will.Wintheiser,"','",Demimbu,"','",Chief Design Engineer,"','",Paobulan,"','",1/2/1952,"','",11/14/1975,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Earnest,"','",Jabbertype,"','",Human Resources Assistant II,"','",Xiamazhuang,"','",12/11/1965,"','",2/22/1941,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Luther_Rosenbaum,"','",Kwilith,"','",Quality Control Specialist,"','",Noupoort,"','",2/22/2009,"','",3/15/1972,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Vicenta.Gleason,"','",JumpXS,"','",Systems Administrator I,"','",Xiaohekou,"','",3/21/1939,"','",11/19/1987,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Desiree.Farrell,"','",InnoZ,"','",Project Manager,"','",Zuitou,"','",12/12/1927,"','",5/25/1986,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Sarah_Fahey,"','",Dablist,"','",Actuary,"','",Tamamura,"','",4/28/1967,"','",12/24/1998,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Cecile_Bradtke,"','",Rhybox,"','",Software Consultant,"','",Baoxu,"','",4/15/1952,"','",3/3/1933,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kristy.Lakin,"','",Meezzy,"','",Community Outreach Specialist,"','",San Vicente,"','",9/3/1961,"','",3/25/1952,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Rory.Lind,"','",Jaxbean,"','",Health Coach IV,"','",Monte,"','",11/6/1957,"','",1/18/2008,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Nia.Balistreri,"','",Thoughtblab,"','",Software Consultant,"','",Labuhantanggabesar,"','",3/1/1924,"','",1/8/1981,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Adrienne.Altenwerth,"','",Twitterbridge,"','",GIS Technical Architect,"','",Talangbetutu,"','",10/30/1912,"','",11/20/1939,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Mollie,"','",Mudo,"','",Information Systems Manager,"','",Karlskoga,"','",6/14/1963,"','",8/5/1968,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Libby_Kilback,"','",Yombu,"','",VP Product Management,"','",Xiaohekou,"','",6/15/1940,"','",6/4/1921,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Simeon_Ullrich,"','",Thoughtblab,"','",Programmer II,"','",Tuhe,"','",11/25/1938,"','",6/19/1939,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Aliya.Fadel,"','",Tanoodle,"','",Sales Representative,"','",Caraguatatuba,"','",3/29/1929,"','",7/2/1946,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Nikki,"','",Thoughtsphere,"','",Dental Hygienist,"','",Abaca,"','",12/24/2009,"','",8/2/1948,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Emmie.Kovacek,"','",Kanoodle,"','",Nurse,"','",Xiaohekou,"','",1/27/1927,"','",3/14/1944,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Dejuan_Reichert,"','",Plambee,"','",Social Worker,"','",Basco,"','",12/8/1934,"','",2/9/1998,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Rupert.Volkman,"','",Oloo,"','",Paralegal,"','",Xiaohekou,"','",6/25/1955,"','",5/20/1955,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Felipe_Connelly,"','",Topicware,"','",Assistant Manager,"','",Yangzizhou,"','",1/22/1964,"','",3/27/1993,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kayleigh_Schulist,"','",Zoomcast,"','",Director of Sales,"','",Methven,"','",8/8/1924,"','",9/25/1944,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Vincenzo_Gusikowski,"','",Abatz,"','",Research Assistant I,"','",La Palma,"','",10/13/1924,"','",12/21/2007,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Aric,"','",Mita,"','",Paralegal,"','",San Benito Abad,"','",5/4/1976,"','",3/30/1986,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Elwin.Halvorson,"','",Skippad,"','",Budget/Accounting Analyst I,"','",Methven,"','",9/8/1968,"','",3/24/2003,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",George,"','",Fivechat,"','",Nurse,"','",Birr,"','",7/21/1957,"','",5/1/2002,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Maverick.Skiles,"','",Agimba,"','",Assistant Media Planner,"','",Tyrnyauz,"','",2/26/2013,"','",1/3/1973,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Wilburn_Adams,"','",Meeveo,"','",Design Engineer,"','",Methven,"','",12/20/1925,"','",7/24/1992,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jade_Connelly,"','",Edgeblab,"','",Data Coordiator,"','",Chernyshkovskiy,"','",1/5/1991,"','",7/4/1974,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Eliseo_Brown,"','",Twimbo,"','",Pharmacist,"','",Methven,"','",8/24/1949,"','",4/10/1942,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Elisabeth_Abshire,"','",Yamia,"','",Social Worker,"','",Methven,"','",9/19/1999,"','",4/24/1963,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Alycia_Jones,"','",Skipfire,"','",Clinical Specialist,"','",Hankasalmi,"','",3/31/1993,"','",1/9/1971,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Evangeline.Gibson,"','",Oyoyo,"','",Cost Accountant,"','",Zhitan,"','",12/25/1981,"','",9/10/1973,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Claudine.Bins,"','",Eadel,"','",Statistician I,"','",Woodstock,"','",7/6/1949,"','",1/25/2010,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Edward_Hermann,"','",Avaveo,"','",Senior Editor,"','",Xiaoduchuan,"','",7/5/1990,"','",1/20/1923,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Devante.McLaughlin,"','",Twinte,"','",VP Quality Control,"','",Duyure,"','",3/8/2004,"','",10/2/1972,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Clemens.Kovacek,"','",Browsedrive,"','",Assistant Manager,"','",Sandyford,"','",1/20/1928,"','",1/22/1926,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Reese.Jaskolski,"','",Twimm,"','",Structural Analysis Engineer,"','",Zhongfeng,"','",4/16/1971,"','",9/22/1935,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ignacio,"','",Zoomzone,"','",Information Systems Manager,"','",Babo-Pangulo,"','",5/20/1968,"','",8/14/1968,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",King_Larkin,"','",Bluezoom,"','",Administrative Officer,"','",Dunlewy,"','",11/10/1911,"','",2/6/1940,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Tony,"','",Browsetype,"','",Information Systems Manager,"','",Panitian,"','",4/19/1992,"','",6/27/1954,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jayda_Pacocha,"','",Viva,"','",Help Desk Operator,"','",Methven,"','",10/31/1934,"','",1/12/2010,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Hortense.Schaden,"','",Realmix,"','",Financial Advisor,"','",Nong Khaem,"','",11/17/1961,"','",7/3/1910,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Quinton.DuBuque,"','",Skidoo,"','",Account Representative III,"','",Vyerkhnyadzvinsk,"','",9/5/1957,"','",9/13/1988,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jarrod_Kunde,"','",Tambee,"','",Information Systems Manager,"','",Medovene,"','",2/1/2015,"','",5/24/1990,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Tate.Morissette,"','",Topiclounge,"','",Software Engineer III,"','",Bailadores,"','",10/29/2011,"','",5/29/2011,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Antone,"','",Skalith,"','",Sales Associate,"','",Siteki,"','",4/22/1999,"','",10/5/1971,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Delia,"','",Yata,"','",Geologist IV,"','",Amper,"','",8/14/1985,"','",4/23/1980,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Eloise_Harvey,"','",Realcube,"','",Payment Adjustment Coordinator,"','",Youhao,"','",3/13/1958,"','",9/21/2006,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Abner_Smith,"','",Jetwire,"','",Tax Accountant,"','",Loncoche,"','",3/17/1952,"','",10/30/1980,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Makenna_Lakin,"','",Tazz,"','",Senior Quality Engineer,"','",Slobodskoy,"','",3/28/2001,"','",5/5/1942,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Vernon.Jacobson,"','",Topicstorm,"','",Geological Engineer,"','",Methven,"','",11/30/2013,"','",4/18/1961,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Green.Muller,"','",Quaxo,"','",Geological Engineer,"','",Spanish Town,"','",6/21/1946,"','",11/14/1988,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Breanna_Bahringer,"','",Zoombeat,"','",Marketing Manager,"','",Xin Bulag,"','",7/31/1972,"','",3/5/2000,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Brannon_Leuschke,"','",Omba,"','",Web Designer III,"','",Methven,"','",5/17/1988,"','",11/27/1934,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jakob_Block,"','",Yata,"','",Office Assistant IV,"','",Ostaszewo,"','",1/17/1925,"','",8/11/1955,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Brooklyn_Schinner,"','",Reallinks,"','",Computer Systems Analyst II,"','",Cisaro,"','",3/11/2002,"','",12/2/2005,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Edwardo_Ruecker,"','",Eare,"','",Staff Accountant I,"','",Methven,"','",7/16/2010,"','",3/29/1970,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jason.Herzog,"','",Vipe,"','",Accountant III,"','",Stari Grad,"','",10/24/1998,"','",4/10/1968,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Sabrina.Wehner,"','",Shufflebeat,"','",Operator,"','",Labuhansumbawa,"','",3/9/1995,"','",12/14/2006,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Spencer.Pagac,"','",Kwideo,"','",Occupational Therapist,"','",Komyshany,"','",3/31/1995,"','",12/5/1987,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Dean,"','",Jazzy,"','",Legal Assistant,"','",Na Di,"','",8/19/1911,"','",11/12/1950,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Valentina.Rutherford,"','",Pixonyx,"','",Analyst Programmer,"','",Zhongyuan,"','",10/15/1986,"','",8/27/1963,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Giovani_Jerde,"','",Rooxo,"','",Human Resources Manager,"','",Catumbela,"','",5/2/1912,"','",7/5/2007,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Santino_Rosenbaum,"','",Skipfire,"','",Nurse Practicioner,"','",Krasnapollye,"','",5/20/1933,"','",6/16/1936,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Rex.Gottlieb,"','",Realpoint,"','",Chief Design Engineer,"','",Kadukandel,"','",12/31/1957,"','",11/8/1923,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Heloise.Swaniawski,"','",Layo,"','",Marketing Assistant,"','",Modderfontein,"','",10/31/2001,"','",12/9/2009,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Leonard.Keebler,"','",Meemm,"','",Director of Sales,"','",Banatski Dvor,"','",12/13/1972,"','",5/22/1939,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Graciela,"','",Pixoboo,"','",Analog Circuit Design manager,"','",Wunat,"','",4/12/1987,"','",8/26/1982,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Elouise_Harris,"','",Kazio,"','",Dental Hygienist,"','",Pariaman,"','",12/19/1931,"','",9/6/1948,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Savanna,"','",Mydeo,"','",Registered Nurse,"','",Naples,"','",10/16/1972,"','",9/30/1926,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Casey_Gerlach,"','",Zazio,"','",Geologist II,"','",Methven,"','",4/6/1965,"','",10/7/1955,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Chelsea.Bogan,"','",Twinte,"','",Librarian,"','",Nakhon Si Thammarat,"','",4/7/1952,"','",12/3/1982,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Sally.Morissette,"','",Tazz,"','",Analyst Programmer,"','",Soca,"','",9/23/1922,"','",1/5/1958,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Gertrude,"','",Skimia,"','",Environmental Tech,"','",Wichita,"','",12/16/1956,"','",6/6/1995,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kattie.Ferry,"','",Centidel,"','",Desktop Support Technician,"','",Shazhenxi,"','",1/14/1913,"','",12/2/1928,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Deborah,"','",Npath,"','",Administrative Assistant III,"','",Tessaoua,"','",8/24/1986,"','",2/12/1961,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Karina_Reynolds,"','",Topiclounge,"','",Systems Administrator III,"','",Kaeng Khoi,"','",6/30/1946,"','",11/2/1951,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Prince_Auer,"','",Browsebug,"','",Actuary,"','",New Orleans,"','",9/19/1910,"','",12/31/1988,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Delfina_McKenzie,"','",Voolia,"','",Product Engineer,"','",Oleiros,"','",8/26/1995,"','",4/13/1964,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Garland.Rutherford,"','",Ntag,"','",Business Systems Development Analyst,"','",Methven,"','",10/6/1979,"','",10/4/1968,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Crystal_Morar,"','",Leexo,"','",Software Test Engineer IV,"','",Gaoling,"','",2/6/1915,"','",3/30/1931,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ulices_Emard,"','",Realpoint,"','",Office Assistant IV,"','",Paseyan,"','",10/6/1933,"','",5/12/1992,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Tommie.Windler,"','",Dazzlesphere,"','",Staff Accountant I,"','",Mulyadadi,"','",2/21/1978,"','",6/24/1944,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Vernie.Cummerata,"','",Bubblebox,"','",Web Developer II,"','",Methven,"','",5/5/1926,"','",1/5/1968,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Olin,"','",Photofeed,"','",Analyst Programmer,"','",Methven,"','",3/8/1964,"','",2/17/1920,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Hulda.Zulauf,"','",Katz,"','",Recruiter,"','",San Rafael,"','",9/4/1968,"','",2/1/1942,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jessyca_Streich,"','",Vipe,"','",Teacher,"','",Ningde,"','",2/2/1983,"','",7/8/1975,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Alessia_Powlowski,"','",Browsetype,"','",Software Test Engineer IV,"','",Xinhua,"','",1/27/1932,"','",11/18/1986,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Hilda.Hackett,"','",Plajo,"','",Product Engineer,"','",Mariano Moreno,"','",6/3/1975,"','",5/22/1925,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Verla_Leuschke,"','",Shufflester,"','",Automation Specialist IV,"','",Bordeaux,"','",1/15/1986,"','",3/21/1941,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Glen_Barton,"','",Rhyzio,"','",Product Engineer,"','",Xingfu,"','",8/4/1999,"','",9/25/1914,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Tyshawn.Gaylord,"','",Wikizz,"','",Research Assistant III,"','",Vorontsovka,"','",12/21/1946,"','",1/13/1952,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Aurore,"','",Izio,"','",Nurse Practicioner,"','",Methven,"','",7/9/1994,"','",6/22/1920,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Dejah_McLaughlin,"','",Aimbo,"','",Geological Engineer,"','",Kohlu,"','",9/1/1969,"','",10/3/1986,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Dora.Champlin,"','",Oyonder,"','",Geologist III,"','",Itupeva,"','",6/9/2004,"','",9/10/1996,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Sid,"','",Npath,"','",Senior Quality Engineer,"','",Methven,"','",6/2/1961,"','",8/17/1974,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Breana_Lowe,"','",Blogtags,"','",Environmental Tech,"','",Jintun,"','",2/24/1919,"','",3/25/2002,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Serenity.Weissnat,"','",Trupe,"','",Web Developer III,"','",Balbalan,"','",11/14/1938,"','",2/13/2005,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Alyce.Shields,"','",Zoomzone,"','",Graphic Designer,"','",Kerikeri,"','",2/16/1962,"','",3/3/1954,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Nicolette,"','",Yambee,"','",Compensation Analyst,"','",Cogon,"','",11/2/1921,"','",9/4/1937,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Khalil_Cartwright,"','",Browsebug,"','",Registered Nurse,"','",Vermoim,"','",12/25/1984,"','",6/15/1919,');
